Race,Mastery_Name,Mastery_Type,Mastery_ID,Skill_ID,Skill_Code,Group_Code,Gold_Price,Skill_Level,Category,Icon_Path,Name_Key,Name_KOR,Name_EN,Tooltip_Key,Tooltip_KOR,Tooltip_EN,Study_Key,Study_KOR,Study_EN,Gold_Price_Raw,HP_Cost,MP_Cost_Min,MP_Cost_Max,MP_Per_Use,SP_Cost,Mastery_Level_Req,Cast_ms,Cooldown1_ms,Cooldown2_ms,Is_Passive,Atk_Bitmask,MP_Sustain,Can_Target_Enemy,Can_Target_Ally,Can_Target_Self,Targets_Group,Targets_Party,Targets_Single,Target_Type,Weapon_Req1,Weapon_Req2,Weapon_Req1_Code,Weapon_Req2_Code,Range,Max_Targets,Effect_Count,Eff1_Type_Raw,Eff1_Type,Eff1_Value,Eff1_Element,Eff1_Param_Min,Eff1_Param_Max,Eff2_Element,Eff2_Type_Raw,Eff2_Type,Eff2_Value,Eff2_Param1,Eff2_Param2,Eff2_Param3,Eff2_Duration_ms,Eff2_Range,Eff3_Type_Raw,Eff3_Type,Eff3_Value,Eff3_Param_Min,Eff3_Param_Max,Eff3_Param3,Eff3_Param4,Eff3_Duration_ms,Eff4_Type_Raw,Eff4_Type,Eff4_Value,Eff4_Param_Min,Eff4_Param_Max,Eff4_Param3,Eff4_Param4,Eff4_Duration_ms
Chinese,Blade,Weapon,257,12,SKILL_CH_SWORD_CHAIN_B_4S_01,SKILL_CH_SWORD_CHAIN_B,0,1,2,skill\china\sword_chain_b.ddj,SN_SKILL_CH_SWORD_CHAIN_B,,Blood Chain,SN_SKILL_CH_SWORD_CHAIN_B_TT_DESC,4             .,Applies 4 combo attack.,SN_SKILL_CH_SWORD_CHAIN_B_STUDY,4                                                                 .,The second skill of Chain Sword Attack Series; Blood Chain strikes the enemy 4 times rapidly. It is called Blood Chain because the opponent  will fall in a spray of blood.,0,0,0,630,0,29,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,77,71,86,77,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,13,SKILL_CH_SWORD_CHAIN_C_1S_01,SKILL_CH_SWORD_CHAIN_C,0,1,2,skill\china\sword_chain_c.ddj,SN_SKILL_CH_SWORD_CHAIN_C,,Billow Chain,SN_SKILL_CH_SWORD_CHAIN_C_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_C_STUDY,5                                                                 .,In the second skill of Chain Sword Attack Series; Billow chain strikes the enemy 5 times rapidly. The enemy falls under a wave of blood.,0,0,0,585,215,29,99999999,8000,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,135,1,0,6386804,tta_,5,47,71,86,47,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,14,SKILL_CH_SWORD_CHAIN_C_2S_01,SKILL_CH_SWORD_CHAIN_C,0,1,2,skill\china\sword_chain_c.ddj,SN_SKILL_CH_SWORD_CHAIN_C,,Billow Chain,SN_SKILL_CH_SWORD_CHAIN_C_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_C_STUDY,5                                                                 .,In the second skill of Chain Sword Attack Series; Billow chain strikes the enemy 5 times rapidly. The enemy falls under a wave of blood.,0,0,0,979,0,29,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,90,71,86,90,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,15,SKILL_CH_SWORD_CHAIN_C_3S_01,SKILL_CH_SWORD_CHAIN_C,0,1,2,skill\china\sword_chain_c.ddj,SN_SKILL_CH_SWORD_CHAIN_C,,Billow Chain,SN_SKILL_CH_SWORD_CHAIN_C_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_C_STUDY,5                                                                 .,In the second skill of Chain Sword Attack Series; Billow chain strikes the enemy 5 times rapidly. The enemy falls under a wave of blood.,0,0,0,262,0,29,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,30,71,86,30,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,16,SKILL_CH_SWORD_CHAIN_C_4S_01,SKILL_CH_SWORD_CHAIN_C,0,1,2,skill\china\sword_chain_c.ddj,SN_SKILL_CH_SWORD_CHAIN_C,,Billow Chain,SN_SKILL_CH_SWORD_CHAIN_C_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_C_STUDY,5                                                                 .,In the second skill of Chain Sword Attack Series; Billow chain strikes the enemy 5 times rapidly. The enemy falls under a wave of blood.,0,0,0,644,0,29,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,50,71,86,50,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,17,SKILL_CH_SWORD_CHAIN_C_5S_01,SKILL_CH_SWORD_CHAIN_C,0,1,2,skill\china\sword_chain_c.ddj,SN_SKILL_CH_SWORD_CHAIN_C,,Billow Chain,SN_SKILL_CH_SWORD_CHAIN_C_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_C_STUDY,5                                                                 .,In the second skill of Chain Sword Attack Series; Billow chain strikes the enemy 5 times rapidly. The enemy falls under a wave of blood.,0,0,0,963,0,29,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,127,71,86,127,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,18,SKILL_CH_SWORD_CHAIN_D_1S_01,SKILL_CH_SWORD_CHAIN_D,0,1,2,skill\china\sword_chain_d.ddj,SN_SKILL_CH_SWORD_CHAIN_D,,Ascension Chain,SN_SKILL_CH_SWORD_CHAIN_D_TT_DESC,4             .,Applies 4 combo attack.,SN_SKILL_CH_SWORD_CHAIN_D_STUDY,4                                                      .,"The third skill of Chain Sword Attack Series, the Ascension chain strikes the enemy four times rapidly while jumping. The skill owes its name to the fact that whoever practices this skill appears to be ascending into the sky.",0,0,0,919,474,51,99999999,8000,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,494,1,0,6386804,tta_,5,67,176,215,67,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,19,SKILL_CH_SWORD_CHAIN_D_2S_01,SKILL_CH_SWORD_CHAIN_D,0,1,2,skill\china\sword_chain_d.ddj,SN_SKILL_CH_SWORD_CHAIN_D,,Ascension Chain,SN_SKILL_CH_SWORD_CHAIN_D_TT_DESC,4             .,Applies 4 combo attack.,SN_SKILL_CH_SWORD_CHAIN_D_STUDY,4                                                      .,"The third skill of Chain Sword Attack Series, the Ascension chain strikes the enemy four times rapidly while jumping. The skill owes its name to the fact that whoever practices this skill appears to be ascending into the sky.",0,0,0,426,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,47,176,215,47,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,20,SKILL_CH_SWORD_CHAIN_D_3S_01,SKILL_CH_SWORD_CHAIN_D,0,1,2,skill\china\sword_chain_d.ddj,SN_SKILL_CH_SWORD_CHAIN_D,,Ascension Chain,SN_SKILL_CH_SWORD_CHAIN_D_TT_DESC,4             .,Applies 4 combo attack.,SN_SKILL_CH_SWORD_CHAIN_D_STUDY,4                                                      .,"The third skill of Chain Sword Attack Series, the Ascension chain strikes the enemy four times rapidly while jumping. The skill owes its name to the fact that whoever practices this skill appears to be ascending into the sky.",0,0,0,854,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,53,176,215,53,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,21,SKILL_CH_SWORD_CHAIN_D_4S_01,SKILL_CH_SWORD_CHAIN_D,0,1,2,skill\china\sword_chain_d.ddj,SN_SKILL_CH_SWORD_CHAIN_D,,Ascension Chain,SN_SKILL_CH_SWORD_CHAIN_D_TT_DESC,4             .,Applies 4 combo attack.,SN_SKILL_CH_SWORD_CHAIN_D_STUDY,4                                                      .,"The third skill of Chain Sword Attack Series, the Ascension chain strikes the enemy four times rapidly while jumping. The skill owes its name to the fact that whoever practices this skill appears to be ascending into the sky.",0,0,0,834,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,137,176,215,137,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,22,SKILL_CH_SWORD_CHAIN_E_1S_01,SKILL_CH_SWORD_CHAIN_E,0,1,2,skill\china\sword_chain_e.ddj,SN_SKILL_CH_SWORD_CHAIN_E,,Heaven Chain,SN_SKILL_CH_SWORD_CHAIN_E_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_E_STUDY,5                                                         .,The third skill of Chain Sword Attack Series; Heaven chain strikes the enemy five times in a large movement. The skill is called Heaven for its grace.,0,0,1218,210,574,51,99999999,8000,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,494,1,0,6386804,tta_,5,133,176,215,133,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,23,SKILL_CH_SWORD_CHAIN_E_2S_01,SKILL_CH_SWORD_CHAIN_E,0,1,2,skill\china\sword_chain_e.ddj,SN_SKILL_CH_SWORD_CHAIN_E,,Heaven Chain,SN_SKILL_CH_SWORD_CHAIN_E_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_E_STUDY,5                                                         .,The third skill of Chain Sword Attack Series; Heaven chain strikes the enemy five times in a large movement. The skill is called Heaven for its grace.,0,0,0,717,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,67,176,215,67,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,24,SKILL_CH_SWORD_CHAIN_E_3S_01,SKILL_CH_SWORD_CHAIN_E,0,1,2,skill\china\sword_chain_e.ddj,SN_SKILL_CH_SWORD_CHAIN_E,,Heaven Chain,SN_SKILL_CH_SWORD_CHAIN_E_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_E_STUDY,5                                                         .,The third skill of Chain Sword Attack Series; Heaven chain strikes the enemy five times in a large movement. The skill is called Heaven for its grace.,0,0,0,456,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,33,176,215,33,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,25,SKILL_CH_SWORD_CHAIN_E_4S_01,SKILL_CH_SWORD_CHAIN_E,0,1,2,skill\china\sword_chain_e.ddj,SN_SKILL_CH_SWORD_CHAIN_E,,Heaven Chain,SN_SKILL_CH_SWORD_CHAIN_E_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_E_STUDY,5                                                         .,The third skill of Chain Sword Attack Series; Heaven chain strikes the enemy five times in a large movement. The skill is called Heaven for its grace.,0,0,0,375,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,50,176,215,50,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,26,SKILL_CH_SWORD_CHAIN_E_5S_01,SKILL_CH_SWORD_CHAIN_E,0,1,2,skill\china\sword_chain_e.ddj,SN_SKILL_CH_SWORD_CHAIN_E,,Heaven Chain,SN_SKILL_CH_SWORD_CHAIN_E_TT_DESC,5             .,Applies 5 combo attack.,SN_SKILL_CH_SWORD_CHAIN_E_STUDY,5                                                         .,The third skill of Chain Sword Attack Series; Heaven chain strikes the enemy five times in a large movement. The skill is called Heaven for its grace.,0,0,0,1624,0,51,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,0,255,255,6386804,tta_,5,177,176,215,177,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,27,SKILL_CH_SWORD_SHIELD_A_01,SKILL_CH_SWORD_SHIELD_A,0,1,2,skill\china\sword_shield_a.ddj,SN_SKILL_CH_SWORD_SHIELD_A,,Castle Shield,SN_SKILL_CH_SWORD_SHIELD_A_TT_DESC,.,Increase the physical defense power by infusing energy into the shield.,SN_SKILL_CH_SWORD_SHIELD_A_STUDY,.,"The first skill of the Shield Protection series, it is as effective at blocking attacks as a fortress placed in an open field.",0,0,0,0,25,10,99999999,60000,0,0,0,16777295,0,0,0,0,0,0,0,0,Any,Any,255,255,9,2,0,1685418593,arud,15000,1919250793,4,1,1684366960,48,0___,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,28,SKILL_CH_SWORD_SHIELD_B_01,SKILL_CH_SWORD_SHIELD_B,0,1,2,skill\china\sword_shield_b.ddj,SN_SKILL_CH_SWORD_SHIELD_B,,Mountain Shield,SN_SKILL_CH_SWORD_SHIELD_B_TT_DESC,.,Increase the physical block rate by infusing energy into the shield.,SN_SKILL_CH_SWORD_SHIELD_B_STUDY,.,"The second skill of the Shield Protection series, it blocks every attack from up above or below like a great mountain soaring high into the sky.",0,0,0,0,90,32,99999999,60000,0,0,0,16777296,0,0,0,0,0,0,0,0,Any,Any,255,255,172,2,0,1685418593,arud,15000,1919250793,4,1,25202,7,____,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,29,SKILL_CH_SWORD_SHIELD_C_01,SKILL_CH_SWORD_SHIELD_C,0,1,2,skill\china\sword_shield_c.ddj,SN_SKILL_CH_SWORD_SHIELD_C,,Ironwall Shield,SN_SKILL_CH_SWORD_SHIELD_C_TT_DESC,.,Increase the physical defense power by infusing energy into the shield.,SN_SKILL_CH_SWORD_SHIELD_C_STUDY,.,"The third skill of the Shield Protection series, it creates a huge shield like an iron wall.",0,0,0,0,218,54,99999999,60000,0,0,0,16777295,0,0,0,0,0,0,0,0,Any,Any,255,255,571,2,0,1685418593,arud,15000,1919250793,4,1,1684366960,408,____,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,30,SKILL_CH_SWORD_GEOMGI_A_01,SKILL_CH_SWORD_GEOMGI_A,0,1,2,skill\china\sword_geomgi_a.ddj,SN_SKILL_CH_SWORD_GEOMGI_A,,Soul Cut Blade,SN_SKILL_CH_SWORD_GEOMGI_A_TT_DESC,.,Swing your sword and launch the blade force at the distant enemy.,SN_SKILL_CH_SWORD_GEOMGI_A_STUDY,.,"As an applied skill of Strike n' smash, Blood Blade Force causes the blood of the dead enemies to flow after blade force. It launches the energy of the blade at the enemies in front.",0,0,341,792,34,14,99999999,4000,0,400,2,83886080,120,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,21,3,0,6386804,tta_,6,113,31,37,113,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,31,SKILL_CH_SWORD_GEOMGI_B_01,SKILL_CH_SWORD_GEOMGI_B,0,1,2,skill\china\sword_geomgi_b.ddj,SN_SKILL_CH_SWORD_GEOMGI_B,,Evil Cut Blade,SN_SKILL_CH_SWORD_GEOMGI_B_TT_DESC,.,Swing your sword faster and launch the blade force at the very distant enemy.,SN_SKILL_CH_SWORD_GEOMGI_B_STUDY,.,The skill is called Soul blade force meaning that the souls of the dead enemies provide a force to the sword. It launches the strong blade force to the opposing enemies .,0,0,428,905,127,36,99999999,4000,0,400,2,100663296,140,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,226,3,0,6386804,tta_,6,133,97,118,133,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,32,SKILL_CH_SWORD_GEOMGI_C_01,SKILL_CH_SWORD_GEOMGI_C,0,1,2,skill\china\sword_geomgi_c.ddj,SN_SKILL_CH_SWORD_GEOMGI_C,,Devil Cut Blade,SN_SKILL_CH_SWORD_GEOMGI_C_TT_DESC,.,Swing your sword fast twice and launch the blade force at the enemy.,SN_SKILL_CH_SWORD_GEOMGI_C_STUDY,.,"With the blade force, it destroys even demons. Two bursts of blade force are launched simultaneously.",0,0,432,741,458,58,99999999,4000,0,400,2,117440512,140,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,675,3,0,6386804,tta_,6,117,226,276,117,1734702198,vteg,1296122196,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Blade,Weapon,257,33,SKILL_CH_SWORD_KNOCKDOWN_A_01,SKILL_CH_SWORD_KNOCKDOWN_A,0,1,2,skill\china\sword_knockdown_a.ddj,SN_SKILL_CH_SWORD_KNOCKDOWN_A,,Blood Blade Force,SN_SKILL_CH_SWORD_KNOCKDOWN_A_TT_DESC,.,Destroy the enemy with your force infused sword.,SN_SKILL_CH_SWORD_KNOCKDOWN_A_STUDY,.                                                .,"A skill that involves swinging the sword like a blooming flower. In the precise moment that the opponent lowers their guard, one's body immediately drops and strikes upwards at an angle.",0,0,759,1107,79,19,99999999,4000,0,0,1,134217728,0,1,1,0,0,0,1,0,Sword(1H),Blade,2,3,47,4,0,6386804,tta_,5,187,42,51,187,27503,ok__,19,50,1734702198,1296122196,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
